This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,stnid
"151406","CECILIA 2 SE",-85.9333,37.6667,221,"COOP","151406"
"7057090","ST DAMASE DE",-70.1333,47.2000,274,"EC","7057090"
"016833","REDSTONE ARS",-86.6000,34.5833,174,"COOP","016833"
"364058","HOOVERSVILLE",-78.9167,40.1500,509,"COOP","364058"
"312172","CROSSNORE",-81.9333,36.0167,1046,"COOP","312172"
"6088144","STURGEON FAL",-79.9333,46.3667,201,"EC","6088144"
"112500","DWIGHT",-88.4111,41.1067,191,"COOP","112500"
"14623","LORING AFB",-67.8833,46.9500,229,"WBAN","14623"
"362171","DIXON",-75.9000,41.5667,189,"COOP","362171"
"091965","CLARKESVILLE",-83.5247,34.6136,408,"COOP","091965"
"010430","AUBURN AGRON",-85.5000,32.6000,199,"COOP","010430"
"6158080","STOUFFVILLE",-79.2667,44.0000,312,"EC","6158080"
"6158084","STOUFFVILLE",-79.2500,43.9667,267,"EC","6158084"
"7026250","PRINCEVILLE",-71.9167,46.1500,160,"EC","7026250"
"406427","NEAPOLIS",-86.9667,35.7167,220,"COOP","406427"
"6143069","GUELPH ARBOR",-80.2167,43.5500,328,"EC","6143069"
"369430","WERNERSVILLE",-76.1000,40.3333,125,"COOP","369430"
"445941","NATURAL BRID",-79.5000,37.5833,253,"COOP","445941"
"117014","PROPHETSTOWN",-89.9403,41.6808,184,"COOP","117014"
"368400","SPRINGTOWN 1",-75.2686,40.5711,262,"COOP","368400"
"7028695","VAL RACINE",-71.0667,45.4833,495,"EC","7028695"
"WMD-16615","MIAMI.AP_R",-80.2831,25.8170,-9999,"SFWMD","WMD-16615"
"6155187","MILTON KELSO",-79.9500,43.5000,244,"EC","6155187"
"WMD-16610","WPB AIRP_R",-80.1098,26.6781,-9999,"SFWMD","WMD-16610"
"405429","LOOKOUT MOUN",-85.3500,34.9833,601,"COOP","405429"
"435740","NORTHFIELD 3",-72.6167,44.1000,430,"COOP","435740"
"155291","MCKEE",-84.0000,37.4333,305,"COOP","155291"
"115498","MC HENRY 2 S",-88.2500,42.3167,226,"COOP","115498"
"365627","MEDIX RUN",-78.4000,41.2833,336,"COOP","365627"
"14762","PITTSBURGH A",-79.9217,40.3547,380,"WBAN","14762"
"WMD-16634","MC COY",-81.3112,28.4517,-9999,"SFWMD","WMD-16634"
"129243","WARSAW 4 S",-85.8742,41.1786,261,"COOP","129243"
"03802","CLARKSBURG B",-80.2289,39.2956,367,"WBAN","03802"
"7030810","BLANCHE",-75.3333,45.7500,213,"EC","7030810"
"152180","DEWEY DAM",-82.7333,37.7333,210,"COOP","152180"
"93818","CHESAPEAKE H",-82.5000,38.4167,171,"WBAN","93818"
"094243","HEMPTOWN GAP",-84.1167,34.8667,637,"COOP","094243"
"285071","MACOPIN LWR",-74.4000,41.0167,177,"COOP","285071"
"6135573","NANTICOKE ES",-80.0500,42.8333,198,"EC","6135573"
"125613","MIDDLETOWN 2",-85.5778,40.0631,287,"COOP","125613"
"127267","REMINGTON 2",-87.1719,40.7942,215,"COOP","127267"
"270706","BETHLEHEM 2",-71.6500,44.3000,360,"COOP","270706"
"7034010","LA MINERVE",-74.9333,46.2500,274,"EC","7034010"
"WMD-16696","CLEW.FS_R",-80.8953,26.7351,-9999,"SFWMD","WMD-16696"
"WMD-16618","S80_R",-80.2848,27.1112,-9999,"SFWMD","WMD-16618"
"193276","GROVELAND",-71.0500,42.7500,9,"COOP","193276"
"WMD-16571","S65_R",-81.1983,27.8031,-9999,"SFWMD","WMD-16571"
"6073600","HOUND CHUTE",-79.7000,47.3000,279,"EC","6073600"
"WMD-16624","S77_R",-81.0853,26.8392,-9999,"SFWMD","WMD-16624"
"7046837","STE ANNE DE",-70.9167,47.0333,76,"EC","7046837"
"318196","SPRAY",-79.7500,36.5167,192,"COOP","318196"
"WMD-16575","S131_R",-81.0901,26.9792,-9999,"SFWMD","WMD-16575"
"191611","COLRAIN",-72.7000,42.6667,191,"COOP","191611"
"6101920","CROW LAKE",-76.6000,44.7333,174,"EC","6101920"
"WMD-16606","S8_R",-80.7742,26.3323,-9999,"SFWMD","WMD-16606"
"6125155","MILLER LAKE",-81.5167,45.1000,198,"EC","6125155"
"115110","LITTLE RED S",-87.8828,41.7156,218,"COOP","115110"
"WMD-16647","S2_R",-80.7162,26.7003,-9999,"SFWMD","WMD-16647"
"WMD-16574","S129_R",-81.0015,27.0298,-9999,"SFWMD","WMD-16574"
"307472","SARANAC LAKE",-74.1333,44.3333,482,"COOP","307472"
"114598","KANKAKEE 4 N",-87.9333,41.1333,192,"COOP","114598"
"7033665","LAC KIAMIKA",-75.1167,46.6167,284,"EC","7033665"
"175736","NEW SHARON",-70.0000,44.6333,146,"COOP","175736"
"335265","MILFORD",-84.3000,39.1667,174,"COOP","335265"
"113774","HAMMOND",-88.5983,39.8028,201,"COOP","113774"
"276980","PORTSMOUTH",-70.7167,43.0667,2,"COOP","276980"
"467649","ROCK CAVE 2",-80.3147,38.8572,532,"COOP","467649"
"7027787","ST ZEPHIRIN",-72.5833,46.0667,52,"EC","7027787"
"6163171","HALIBURTON 3",-78.5333,45.0333,330,"EC","6163171"
"368011","SHAWNEE STAT",-78.6372,40.0328,389,"COOP","368011"
"6100521","BARRETT CHUT",-76.7667,45.2500,160,"EC","6100521"
"6145495","MORRISTON",-80.1167,43.4667,305,"EC","6145495"
"177654","SEBEC LAKE",-69.2333,45.2500,116,"COOP","177654"
"156810","RICHMOND STA",-84.2972,37.7347,299,"COOP","156810"
"152003","CYNTHIANA 2",-84.2833,38.3833,220,"COOP","152003"
"279525","WEST STEWART",-71.5333,45.0000,329,"COOP","279525"
"6150816","BLOOMFIELD W",-77.2500,43.9833,90,"EC","6150816"
"7028946","WOBURN",-70.8667,45.3833,396,"EC","7028946"
"360785","BLUE MARSH L",-76.0339,40.3844,107,"COOP","360785"
"124244","INDIANA DUNE",-87.0881,41.6319,207,"COOP","124244"
"DADE-06308","WHEELER_R",-80.3012,25.7354,-9999,"SFWMD","DADE-06308"
"091024","BLUE RIDGE 3",-84.3167,34.8667,561,"COOP","091024"
"472973","FRIENDSHIP 3",-89.7628,43.9661,303,"COOP","472973"
"194903","MONTAGUE CIT",-72.5833,42.5833,91,"COOP","194903"
"WMD-06293","SHAWAN05_R",-80.4953,26.5337,-9999,"SFWMD","WMD-06293"
"WMD-05978","COLLIER_R",-81.6581,26.1568,-9999,"SFWMD","WMD-05978"
"6150916","BRAMPTON MOE",-79.7000,43.6667,183,"EC","6150916"
"7085102","MONTBEILLARD",-79.2667,48.0500,290,"EC","7085102"
"270675","BENTON",-71.8833,44.1000,400,"COOP","270675"
"380777","BLAIR 1 NE",-81.3911,34.4333,137,"COOP","380777"
"308096","SPENCERTOWN",-73.5500,42.3333,192,"COOP","308096"
"409752","WILDERSVILLE",-88.3667,35.7833,146,"COOP","409752"
"7012232","DUBERGER",-71.3000,46.8167,15,"EC","7012232"
"082114","DANIA 4 WNW",-80.2000,26.0667,3,"COOP","082114"
"091448","BYRON EXPERI",-83.7453,32.6694,149,"COOP","091448"
"6110731","BIG CHUTE",-79.6667,44.8833,191,"EC","6110731"
"SIU","CARBONDALE",-89.2435,37.6998,137,"ICN","SIU"
"064443","MANCHESTER",-72.4833,41.7667,128,"COOP","064443"
"ENP-G6168","NP-OAS",-81.0347,25.8575,-9999,"SFWMD","ENP-G6168"
"280990","BRANT BEACH",-74.2453,39.5656,2,"COOP","280990"
"304782","LISLE",-76.0000,42.3500,297,"COOP","304782"
"200632","BEAVERTON 1",-84.4742,43.8797,208,"COOP","200632"
"461330","CAIRO",-81.1572,39.2047,232,"COOP","461330"
"115758","MOMENCE 5 EN",-87.5731,41.1819,192,"COOP","115758"
"173110","GILEAD",-70.9667,44.4000,214,"COOP","173110"
"014198","JACKSON SHOA",-86.2000,33.5333,146,"COOP","014198"
"016000","OAK MTN STAT",-86.6892,33.4047,201,"COOP","016000"
"7054355","LUCEVILLE",-68.3667,48.5167,38,"EC","7054355"
"220585","BEAUMONT EXP",-88.9167,31.2333,58,"COOP","220585"
"03818","MARIANNA MUN",-85.1839,30.8356,34,"WBAN","03818"
"066131","PACHAUG FORE",-71.8500,41.5833,82,"COOP","066131"
"317089","RAMSEUR 6 S",-79.6500,35.6333,134,"COOP","317089"
"306229","ONEONTA 3 SE",-75.0000,42.4500,354,"COOP","306229"
"443127","FORT LEE",-77.3333,37.2333,30,"COOP","443127"
"WMD-16645","S5A_R",-80.3675,26.6845,-9999,"SFWMD","WMD-16645"
"7027382","ST JACQUES D",-71.3667,46.2667,290,"EC","7027382"
"112048","CRYSTAL LAKE",-88.3953,42.2611,287,"COOP","112048"
"121417","CHALMERS 5 W",-86.9550,40.6653,219,"COOP","121417"
"018477","VANCE",-87.2167,33.1667,149,"COOP","018477"
"280721","BELMAR 2 SW",-74.0667,40.1500,12,"COOP","280721"
"448046","STAR TANNERY",-78.4442,39.0858,290,"COOP","448046"
"WMD-16587","S79_R",-81.6931,26.7224,-9999,"SFWMD","WMD-16587"
"WMD-16627","S97_R",-80.3406,27.2053,-9999,"SFWMD","WMD-16627"
"088396","SOUTH MIAMI",-80.3500,25.7000,2,"COOP","088396"
"339357","XENIA TREATM",-83.9667,39.7167,250,"COOP","339357"
"158055","TOMAHAWK 1 W",-82.6167,37.8667,210,"COOP","158055"
"14856","GROSSE ILE N",-83.1667,42.1000,180,"WBAN","14856"
"LLC","SPRINGFIELD",-89.6106,39.7273,177,"ICN","LLC"
"381625","CHESNEE 7 WS",-81.9683,35.1317,228,"COOP","381625"
"317056","RAEFORD",-79.2256,34.9919,76,"COOP","317056"
"128967","J T MYERS LO",-87.9931,37.7953,104,"COOP","128967"
"120331","ATTICA 2 E",-87.1964,40.2839,222,"COOP","120331"
"FAI","FAIRFIELD",-88.3897,38.3818,136,"ICN","FAI"
"405337","LOCK B CUMBE",-87.2833,36.4167,122,"COOP","405337"
"311420","CANDLER 1 W",-82.7167,35.5167,718,"COOP","311420"
"113709","GRIDLEY",-88.8833,40.7500,229,"COOP","113709"
"WMD-16676","S40_R",-80.0742,26.4187,-9999,"SFWMD","WMD-16676"
"WMD-16672","S99_R",-80.4717,27.4706,-9999,"SFWMD","WMD-16672"
"WMD-16604","ARCHBO 2_R",-81.3387,27.1850,-9999,"SFWMD","WMD-16604"
"WMD-16579","S13_R",-80.2087,26.0662,-9999,"SFWMD","WMD-16579"
"017576","SLOCOMB",-85.6000,31.1167,76,"COOP","017576"
"6158536","TORONTO FALL",-79.2667,43.6833,130,"EC","6158536"
"7086630","RIVIERE KINO",-78.8667,48.2167,290,"EC","7086630"
"319354","WHITESVILLE",-78.7000,34.2667,15,"COOP","319354"
"WMD-16651","S6_R",-80.4456,26.4723,-9999,"SFWMD","WMD-16651"
"362514","EDINBORO",-80.1333,41.8667,372,"COOP","362514"
"442138","CROZET 2 N",-78.7000,38.0833,214,"COOP","442138"
"314619","KENASVILLE 1",-77.9500,34.9667,31,"COOP","314619"
"WMD-16593","TAMI AIR_R",-80.4267,25.6412,-9999,"SFWMD","WMD-16593"
"172602","ELIOT",-70.7667,43.1000,6,"COOP","172602"
"369510","WEST HICKORY",-79.4106,41.5764,410,"COOP","369510"
"7017786","ST ZENON",-73.8667,46.6167,442,"EC","7017786"
"302164","DOWNSVILLE",-75.0000,42.0833,339,"COOP","302164"
"WMD-16608","S30_R",-80.4314,25.9568,-9999,"SFWMD","WMD-16608"
"086419","OCALA 2 NE",-82.1000,29.2000,21,"COOP","086419"
"WMD-16652","S7_R",-80.5367,26.3359,-9999,"SFWMD","WMD-16652"
"8102201","HARVEY STATI",-67.0333,45.6667,183,"EC","8102201"
"WMD-16675","S41_R",-80.0592,26.5312,-9999,"SFWMD","WMD-16675"
"171833","DANFORTH",-67.8667,45.6667,116,"COOP","171833"
"WMD-16654","S68_R",-81.2542,27.3300,-9999,"SFWMD","WMD-16654"
"WMD-16581","S140_R",-80.8273,26.1720,-9999,"SFWMD","WMD-16581"
"300351","BABYLON",-73.3667,40.7167,15,"COOP","300351"
"010757","BESSEMER 3 S",-87.0167,33.3667,165,"COOP","010757"
"150595","BENHAM",-82.9667,36.9500,491,"COOP","150595"
"406224","MORGAN SPRIN",-85.0500,35.5333,580,"COOP","406224"
"WMD-16693","S352_R",-80.6320,26.8639,-9999,"SFWMD","WMD-16693"
"WMD-16580","S135_R",-80.6612,27.0864,-9999,"SFWMD","WMD-16580"
"330195","APCO RAVENNA",-81.0833,41.1667,305,"COOP","330195"
"13820","KEESLER AFB",-88.9167,30.4167,8,"WBAN","13820"
"155072","MADISONVILLE",-87.4283,37.2203,131,"COOP","155072"
"121147","BURLINGTON 1",-86.4089,40.4875,221,"COOP","121147"
"WMD-16583","S155_R",-80.0550,26.6448,-9999,"SFWMD","WMD-16583"
"6154992","MARKHAM MOE",-79.2500,43.8667,175,"EC","6154992"
"337303","RUGGLES 2 NE",-82.3500,41.0500,338,"COOP","337303"
"441825","CLINTWOOD 1",-82.4911,37.1453,543,"COOP","441825"
"6108027","STEWARTVILLE",-76.5000,45.4000,131,"EC","6108027"
"311437","CANTO",-82.7697,35.7044,621,"COOP","311437"
"172048","DURHAM",-70.0500,43.9833,44,"COOP","172048"
"182335","DAMASCUS 2 S",-77.2333,39.2667,220,"COOP","182335"
"6151512","CHRISTIE CON",-80.0167,43.2833,252,"EC","6151512"
"361838","COWANESQUE D",-77.1567,41.9903,351,"COOP","361838"
"363665","HANOVER 4 SW",-77.0333,39.7667,170,"COOP","363665"
"367938","SELLERSVILLE",-75.3222,40.3589,104,"COOP","367938"
"WMD-15506","S140W",-80.8260,26.1713,-9999,"SFWMD","WMD-15506"
"WMD-16684","S28Z_R",-80.2931,25.9134,-9999,"SFWMD","WMD-16684"
"6117957","SOUTH RIVER",-79.3833,45.8333,396,"EC","6117957"
"155230","MAYFIELD",-88.6500,36.7333,151,"COOP","155230"
"6044560","LONGLAC P AN",-86.5333,49.7667,343,"EC","6044560"
"6114006","KATRINE DOE",-79.4000,45.5333,305,"EC","6114006"
"198843","WASHINGTON 2",-73.1500,42.3667,598,"COOP","198843"
"6046549","PINE PORTAGE",-88.3167,49.3000,233,"EC","6046549"
"WMD-15749","S77",-81.0853,26.8392,-9999,"SFWMD","WMD-15749"
"6130257","AMHERSTBURG",-83.1000,42.1000,182,"EC","6130257"
"6154410","LESKARD",-78.6500,44.0167,65,"EC","6154410"
"611KBE0","EGBERT CARE",-79.7833,44.2333,252,"EC","611KBE0"
"129381","W BADEN SPRI",-86.6167,38.5667,159,"COOP","129381"
"199972","WORTHINGTON",-72.9167,42.3833,392,"COOP","199972"
"069783","WOODBURY 3 W",-73.2667,41.5667,285,"COOP","069783"
"173862","HOLLIS",-70.6667,43.6500,96,"COOP","173862"
"177238","ROBBINSTON",-67.1167,45.0833,38,"COOP","177238"
"012096","CULLMAN NAHS",-86.7972,34.1925,192,"COOP","012096"
"308304","STORMVILLE",-73.7333,41.5333,279,"COOP","308304"
"478316","SULLIVAN 3SE",-88.5497,42.9675,284,"COOP","478316"
"153712","HAZARD STATE",-83.1817,37.2472,405,"COOP","153712"
"438637","WAITSFIELD 2",-72.8833,44.1833,313,"COOP","438637"
"479176","WHITE LAKE 3",-88.7344,45.1817,392,"COOP","479176"
"USSC-06265","MIAMI LO_R",-80.8062,26.6820,-9999,"SFWMD","USSC-06265"
"363158","GARLAND 1 SW",-79.4500,41.8167,396,"COOP","363158"
"FS-06096","DESOTO T_R",-81.4009,27.4206,-9999,"SFWMD","FS-06096"
"445729","MOORES CREEK",-79.6500,37.7500,595,"COOP","445729"
"6149205","WALDEMAR",-80.2833,43.8833,450,"EC","6149205"
"WMD-06220","CLEW.FS_R",-80.8953,26.7351,-9999,"SFWMD","WMD-06220"
"WMD-05863","3A-NW_R",-80.7795,26.2665,-9999,"SFWMD","WMD-05863"
"280528","BASS RIVER S",-74.4333,39.6167,9,"COOP","280528"
"308839","VICTOR",-77.4072,42.9933,219,"COOP","308839"
"287865","SANDY HOOK",-74.0056,40.4633,3,"COOP","287865"
"7044453","MANIC 2 LB1",-68.4000,49.3000,122,"EC","7044453"
"126697","PALMYRA",-86.1106,38.4075,235,"COOP","126697"
"WMD-05924","1-7_R",-80.3387,26.5262,-9999,"SFWMD","WMD-05924"
"6130409","AYLMER",-80.9833,42.7667,229,"EC","6130409"
"310530","BARNARDSVILL",-82.4333,35.7667,686,"COOP","310530"
"6140348","ARTHUR",-80.5667,43.8167,452,"EC","6140348"
"124711","LAFAYETTE",-86.8833,40.4000,195,"COOP","124711"
"332160","DENNISON WAT",-81.3433,40.3886,262,"COOP","332160"
"305129","MASSENA SNEL",-74.7833,44.9833,61,"COOP","305129"
"202487","EDMORE",-85.0333,43.4000,297,"COOP","202487"
"RND","REND LAKE",-88.9232,38.1356,130,"ICN","RND"
"13846","TYNDALL AFB",-85.5833,30.0667,7,"WBAN","13846"
"WMD-05831","PEL 23_R",-80.6101,26.8123,-9999,"SFWMD","WMD-05831"
"384581","JOCASSEE 8 W",-83.0678,34.9831,762,"COOP","384581"
"126808","PENDLETON RE",-85.7667,39.9833,269,"COOP","126808"
"13752","ANNAPOLIS NA",-76.4667,38.9833,8,"WBAN","13752"
"013697","HARRISBURG C",-87.1833,32.8000,183,"COOP","013697"
"434189","JAY PEAK",-72.5050,44.9383,572,"COOP","434189"
"466900","PAYNESVILLE",-81.9081,37.3453,616,"COOP","466900"
"7027088","STE CROIX",-71.7833,46.6167,70,"EC","7027088"
"469336","WEBSTER SPRI",-80.4169,38.5358,564,"COOP","469336"
"6106660","PORT ELMSLEY",-76.1333,44.8833,130,"EC","6106660"
"201802","CORNELL 5 SE",-87.1589,45.8269,244,"COOP","201802"
"362574","EMSWORTH L/D",-80.0833,40.5000,219,"COOP","362574"
"012848","FALLS CITY B",-87.3333,34.0667,198,"COOP","012848"
"6046770","PUKASKWA NAT",-86.3000,48.6000,192,"EC","6046770"
"116134","NEWMAN 1 SE",-87.9747,39.7925,197,"COOP","116134"
"7017435","ST JUSTIN",-73.1000,46.2667,46,"EC","7017435"
"361073","BUCKSTOWN 1",-78.8422,40.0631,750,"COOP","361073"
"DEK","DEKALB",-88.8507,41.8417,265,"ICN","DEK"
"7038587","VAL DES BOIS",-75.6000,45.9000,198,"EC","7038587"
"475677","MOUNT HOREB",-89.7667,43.0000,372,"COOP","475677"
"151965","CUMBERLAND 2",-82.9833,36.9667,437,"COOP","151965"
"364815","LAPORTE",-76.4925,41.4247,599,"COOP","364815"
"314987","LILLINGTON",-78.8208,35.4083,46,"COOP","314987"
"6117943","SOUTH FALLS",-79.3000,45.0000,231,"EC","6117943"
"306275","ORIENT 2 E",-72.2667,41.1500,3,"COOP","306275"
"436746","READING HILL",-72.5667,43.5167,451,"COOP","436746"
"6158474","TORONTO DOWN",-79.4833,43.7167,160,"EC","6158474"
"6071855","CONNAUGHT",-80.9167,48.6167,281,"EC","6071855"
"065266","NEW HAVEN",-72.9333,41.3000,6,"COOP","065266"
"WMD-16589","S49_R",-80.3589,27.2617,-9999,"SFWMD","WMD-16589"
"WMD-16625","S78_R",-81.3028,26.7898,-9999,"SFWMD","WMD-16625"
"015862","NEW MARKET",-86.4333,34.9000,232,"COOP","015862"
"WMD-12524","L006",-80.7834,26.8218,-9999,"SFWMD","WMD-12524"
"014866","LOGAN MARTIN",-86.3333,33.4333,137,"COOP","014866"
"WMD-16590","POF-13",-81.3548,27.9431,-9999,"SFWMD","WMD-16590"
"WMD-16690","S21A_R",-80.3462,25.5193,-9999,"SFWMD","WMD-16690"
"126801","PENCE 1 SW",-87.5250,40.3522,213,"COOP","126801"
"WMD-16689","S21_R",-80.3309,25.5432,-9999,"SFWMD","WMD-16689"
"151900","CRESTWOOD 4",-85.4186,38.3636,238,"COOP","151900"
"273658","GREENVILLE 1",-71.8000,42.7833,274,"COOP","273658"
"WMD-16603","C18W_R",-80.2450,26.8720,-9999,"SFWMD","WMD-16603"
"WMD-16609","MIAMI.FS_R",-80.3442,25.8270,-9999,"SFWMD","WMD-16609"
"WMD-15517","CFSW",-80.8953,26.7351,-9999,"SFWMD","WMD-15517"
"WMD-06126","OSCEOLA_R",-80.5478,26.8264,-9999,"SFWMD","WMD-06126"
"WMD-16588","S308_R",-80.6211,26.9847,-9999,"SFWMD","WMD-16588"
"462358","DILLE 1 NE",-80.8167,38.5000,390,"COOP","462358"
"150043","ADOLPHUS 1 E",-86.2500,36.6333,213,"COOP","150043"
"273359","GILMANTON",-71.4167,43.4500,314,"COOP","273359"
"WMD-DJ194","NNRC.SFS",-80.6531,26.4848,-9999,"SFWMD","WMD-DJ194"
"WMD-15323","SHING.RG",-81.4503,28.3775,-9999,"SFWMD","WMD-15323"
"466362","NAOMA",-81.4833,37.8667,369,"COOP","466362"
"WMD-13081","LZ40",-80.7893,26.9017,-9999,"SFWMD","WMD-13081"
"467444","RENICK 2 S",-80.3500,37.9667,580,"COOP","467444"
"WMD-16621","S65E_R",-80.9626,27.2253,-9999,"SFWMD","WMD-16621"
"287869","SANDY HOOK L",-74.0167,40.4667,2,"COOP","287869"
"6076540","PINARD",-81.6000,49.8500,232,"EC","6076540"
"152139","DEMA",-82.8000,37.4167,259,"COOP","152139"
"WMD-16657","S65C_R",-81.1148,27.4014,-9999,"SFWMD","WMD-16657"
"WMD-16679","S38_R",-80.2984,26.2298,-9999,"SFWMD","WMD-16679"
"ICC","PEORIA",-89.5112,40.7087,207,"ICN","ICC"
"316274","NORWOOD 1 EN",-80.1000,35.2333,88,"COOP","316274"
"7083630","LAC DOZOIS (",-77.3000,47.6333,351,"EC","7083630"
"362560","ELIZABETHTOW",-76.6167,40.1333,146,"COOP","362560"
"127083","POSEYVILLE",-87.7853,38.1656,131,"COOP","127083"
"332847","FLORENCE 3 S",-82.4000,41.2833,256,"COOP","332847"
"WMD-16582","S153_R",-80.6045,26.9889,-9999,"SFWMD","WMD-16582"
"WMD-16617","KISS.FS2_R",-81.4484,28.2906,-9999,"SFWMD","WMD-16617"
"444600","KILMARNOCK 1",-76.3900,37.7233,18,"COOP","444600"
"274314","JEFFERSON",-71.4500,44.4000,442,"COOP","274314"
"095971","MONROE",-83.7167,33.7833,268,"COOP","095971"
"WMD-16680","S37A_R",-80.1323,26.2059,-9999,"SFWMD","WMD-16680"
"WMD-16611","G56_R",-80.1309,26.3279,-9999,"SFWMD","WMD-16611"
"363295","GLENCOE 1 E",-78.8333,39.8167,576,"COOP","363295"
"6127551","SAUBLE FORES",-81.2500,44.6833,183,"EC","6127551"
"6159510","WILCOX LAKE",-79.4333,43.9500,290,"EC","6159510"
"011685","CITRONELLE",-88.2333,31.0833,101,"COOP","011685"
"200485","BARAGA",-88.4833,46.7833,195,"COOP","200485"
"466325","MULLENS",-81.3819,37.5839,430,"COOP","466325"
"WMD-16692","S20F_R",-80.3466,25.4703,-9999,"SFWMD","WMD-16692"
"6131416","CHATHAM WATE",-82.1833,42.4167,183,"EC","6131416"
"060120","ANSONIA",-73.0833,41.3333,6,"COOP","060120"
"118324","STREAMWOOD",-88.1783,42.0256,250,"COOP","118324"
"313922","HAYESVILLE 4",-83.7667,35.0833,625,"COOP","313922"
"6151548","CLARKSON",-79.6167,43.5167,93,"EC","6151548"
"6158888","TRENTON MOE",-77.5667,44.1167,76,"EC","6158888"
"706CP09","LA DORE",-72.7167,48.7667,183,"EC","706CP09"
"7094639","MATAGAMI A",-77.8167,49.7667,281,"EC","7094639"
"7027372","ST ISIDORE D",-71.5167,45.2667,394,"EC","7027372"
"7055685","NOTRE DAME D",-70.4000,46.8333,373,"EC","7055685"
"369345","WATSONTOWN",-76.8667,41.0833,149,"COOP","369345"
"706KC09","FALARDEAU",-71.1333,48.6333,198,"EC","706KC09"
"120786","BLOOMINGTON",-86.6167,39.1333,256,"COOP","120786"
"361572","COALDALE 2 N",-75.9333,40.8333,314,"COOP","361572"
"93725","WASHNGTN DC",-77.0500,38.9000,22,"WBAN","93725"
"6101500","CHESTERVILLE",-75.2333,45.1000,70,"EC","6101500"
"301101","CALLICOON",-75.0500,41.7667,244,"COOP","301101"
"7023460","KINGSEY",-72.0000,45.8333,130,"EC","7023460"
"123091","FRANKLIN WWT",-86.0408,39.4689,219,"COOP","123091"
"WMD-16572","S65A_R",-81.1342,27.6603,-9999,"SFWMD","WMD-16572"
"7050762","BIC",-68.6667,48.4000,23,"EC","7050762"
"154414","KENTUCKY DAM",-88.2667,37.0167,110,"COOP","154414"
"361896","CRESSON 1 SE",-78.5667,40.4500,680,"COOP","361896"
"360599","BERNE RIVER",-76.0000,40.5167,94,"COOP","360599"
"WMD-16661","S338_R",-80.4803,25.6607,-9999,"SFWMD","WMD-16661"
"445880","MUSTOE 1 SW",-79.6586,38.3311,725,"COOP","445880"
"300654","BERNE 2 S",-74.1500,42.6000,323,"COOP","300654"
"406740","OAK RIDGE",-84.3167,35.9333,271,"COOP","406740"
"WMD-15971","SOUTH BA_R",-80.7012,26.6651,-9999,"SFWMD","WMD-15971"
"446144","NORFOLK WB C",-76.2833,36.8500,3,"COOP","446144"
"6074630","LOWER STURGE",-81.4833,48.8167,247,"EC","6074630"
"6113510","HOPEVILLE",-80.5667,44.0833,480,"EC","6113510"
"364667","KREGAR 4 SE",-79.2333,40.1000,772,"COOP","364667"
"406272","MORRISTOWN W",-83.4011,36.1678,408,"COOP","406272"
"312971","FAISON",-78.1500,35.1000,49,"COOP","312971"
"6107310","ST ELMO",-74.8500,45.3167,84,"EC","6107310"
"6150913","BRAMPTON",-79.7667,43.7000,221,"EC","6150913"
"7023312","ISLAND BROOK",-71.4667,45.3833,346,"EC","7023312"
"407334","POPE 2 N",-87.9667,35.6500,131,"COOP","407334"
"6115059","MEAFORD WILL",-80.6333,44.6167,213,"EC","6115059"
"7027391","ST JEAN CHRY",-71.2167,46.7167,53,"EC","7027391"
"7020750","BETHANIE",-72.4333,45.5000,198,"EC","7020750"
"464840","KEYSER 2 SSW",-79.0050,39.4206,274,"COOP","464840"
"304575","LANSING MANO",-74.4653,42.4486,335,"COOP","304575"
"303766","HECTOR",-76.8833,42.5000,238,"COOP","303766"
"6158764","TORONTO OLD",-79.4667,43.6500,122,"EC","6158764"
"445828","MOUNT LAKE B",-80.5239,37.3756,1180,"COOP","445828"
"WMD-05869","ALICO_R",-80.9820,26.5129,-9999,"SFWMD","WMD-05869"
"084771","LAKE HIAWASS",-81.4667,28.5333,37,"COOP","084771"
"6041193","CARAMAT",-85.8333,49.2667,338,"EC","6041193"
"WMD-06279","L1 RANCH_R",-80.9484,26.6245,-9999,"SFWMD","WMD-06279"
"434985","MARSHFIELD",-72.3333,44.3667,262,"COOP","434985"
"089520","WEST PALM BE",-80.0500,26.7167,6,"COOP","089520"
"WMD-06264","MIAMI LO_R",-80.8062,26.6820,-9999,"SFWMD","WMD-06264"
"015449","MINTER 3 NW",-87.0333,32.1000,113,"COOP","015449"
"012832","FALCO OPEN P",-86.5500,31.1000,70,"COOP","012832"
"WMD-12515","L005",-80.9724,26.9567,-9999,"SFWMD","WMD-12515"
"7017445","ST LAZARE",-74.2000,45.4000,99,"EC","7017445"
"063857","JEWETT CITY",-71.9014,41.6297,122,"COOP","063857"
"437026","ST ALBANS BA",-73.1667,44.8000,34,"COOP","437026"
"368589","STRONGSTOWN",-78.9167,40.5500,573,"COOP","368589"
"386153","MYRTLE BEACH",-78.8500,33.7333,9,"COOP","386153"
"462709","ELKHORN",-81.4044,37.3875,614,"COOP","462709"
"WMD-05842","G56_R",-80.1309,26.3279,-9999,"SFWMD","WMD-05842"
"118690","TUSCOLA NO 2",-88.2794,39.8000,201,"COOP","118690"
