AQC00914000        1166P
USW00023190         120P
USW00023194          24C
USW00023195          19P
USW00023225         395P
USW00023232         129C
USW00023233          71S
USW00023234         136C
USW00023237          89C
USW00023239         129P
USW00023244          85P
USW00023254          88P
USW00023258          84S
USW00023271         145S
USW00023272         158C
USW00023273          92C
USW00023285          82P
USW00023293          75P
USW00024011          94C
USW00024012          87C
USW00024013          90S
USW00024015          92P
USW00024017         105S
USW00024018          82C
USW00024020         140S
USW00024021          69C
USW00024022          38C
USW00024023         131C
USW00024024         101P
USW00024025         115C
USW00024027          25S
USW00024028          80C
USW00024029          62C
USW00024030         112P
USW00024032         118C
USW00024033          52C
USW00024036          67S
USW00024037          60S
USW00024057          28C
USW00024062          25C
USW00024088          74P
USW00024089          45C
USW00024090          82C
USW00024119          35S
USW00024120          64S
USW00024121          29C
USW00024127          68C
USW00024128          21C
USW00024130          24S
USW00024131          35C
USW00024132          45S
USW00024133          31S
USW00024135          39C
USW00024137          47S
USW00024138          39P
USW00024139          38S
USW00024141          17S
USW00024143          67C
USW00024144          41C
USW00024145          31P
USW00024149          31C
USW00024150          62C
USW00024151          58S
USW00024152         189P
USW00024153          41C
USW00024155          34C
USW00024156          40C
USW00024157          59C
USW00024159          61S
USW00024160          94P
USW00024162          31S
USW00024164          19P
USW00024172          18P
USW00024193          10S
USW00024213         279C
USW00024215         276P
USW00024216         167P
USW00024217         178S
USW00024219          56S
USW00024221         300C
USW00024225          81C
USW00024227         306C
USW00024229         194C
USW00024230          28S
USW00024232         250C
USW00024233         210C
USW00024235         204P
USW00024237         492P
USW00024242         269P
USW00024243          18C
USW00024255          64P
USW00024257         240P
USW00024281         232P
USW00024284         434C
USW00024285         447S
USW00025308         720C
USW00025309         384S
USW00025322         354P
USW00025323         311P
USW00025325         924P
USW00025329         769P
USW00025331          42P
USW00025333         601S
USW00025335         131P
USW00025339         976C
USW00025367         618P
USW00025501         543C
USW00025503          63C
USW00025506         127S
USW00025507         106S
USW00025624         184C
USW00025704         290P
USW00025713          73C
USW00026401          61P
USW00026410         592S
USW00026411          29C
USW00026412          35S
USW00026415          43S
USW00026422          30S
USW00026425          34S
USW00026438         474S
USW00026442         450C
USW00026451          66C
USW00026508          19P
USW00026510          60C
USW00026512          51P
USW00026514         142S
USW00026523          68C
USW00026528         150S
USW00026529          34S
USW00026533          53S
USW00026615          64C
USW00026616          25S
USW00026617          55S
USW00026618          47P
USW00027502           3S
USW00045715         114P
USW00053864         396P
USW00053868         361P
USW00053917         362P
USW00053919         360C
USW00054742         248S
USW00092806         326C
USW00092811         304S
USW00093009          31S
USW00093010          82P
USW00093026          69C
USW00093033          84S
USW00093037          79C
USW00093042         106C
USW00093044          62C
USW00093057          49S
USW00093058          57C
USW00093101          99P
USW00093107          75P
USW00093111          89S
USW00093112          62S
USW00093114          82P
USW00093129          48C
USW00093134         100C
USW00093139         139S
USW00093140          57P
USW00093193          70C
USW00093209          89C
USW00093227         120P
USW00093228          94P
USW00093719         346P
USW00093720         303C
USW00093721         291C
USW00093727         350S
USW00093729         364C
USW00093730         284C
USW00093738         275C
USW00093739         268C
USW00093784         292P
USW00093805         369C
USW00093806         374P
USW00093808         331S
USW00093809         337P
USW00093812         273S
USW00093814         284C
USW00093815         259C
USW00093816         299P
USW00093817         308C
USW00093819         288C
USW00093820         307C
USW00093821         304C
USW00093822         240C
USW00093824         250C
USW00093825         325P
USW00093831         283S
USW00093832         338P
USW00093837         329S
USW00093839         341P
USW00093841         402P
USW00093842         313C
USW00093846         298S
USW00093862         366S
USW00093901         250P
USW00093914         302S
USW00093919         391C
USW00093950         275S
USW00093985         213P
USW00093986         177S
USW00093987         312C
USW00093988         329P
USW00093989         239C
USW00093992         353C
USW00093993         325S
USW00093997         163P
USW00094008          49C
USW00094012          46S
USW00094014          63C
USW00094030          36S
USW00094040         145S
USW00094143          26S
USW00094185          25S
USW00094224         446C
USW00094225         449S
USW00094227         400P
USW00094239          18C
USW00094240         684C
USW00094290         198P
USW00094702         281C
USW00094705         234S
USW00094725         191S
USW00094728         330C
USW00094745         312S
USW00094746         320C
USW00094765         259P
USW00094789         288C
USW00094790         207S
USW00094793         256P
USW00094794         260P
USW00094814         167C
USW00094822         230C
USW00094823         243C
USW00094830         211C
USW00094846         227C
USW00094847         209C
USW00094849         164C
USW00094850         195C
USW00094860         229C
USW00094871         227S
USW00094895         273S
USW00094908         233S
USW00094910         221C
USW00094911         172S
