AQC00914000         683P
USW00023160          18C
USW00023161           4S
USW00023162           2C
USW00023169           2C
USW00023170           1S
USW00023174          31C
USW00023176           5P
USW00023177          11P
USW00023179           4S
USW00023183          13C
USW00023184          19S
USW00023185           7C
USW00023187          29P
USW00023188          20C
USW00023190          48P
USW00023194           3C
USW00023195           6P
USW00023225         214P
USW00023232          33C
USW00023233          11S
USW00023234          44C
USW00023237          20C
USW00023239          42P
USW00023244          18P
USW00023254          21P
USW00023258          12S
USW00023271          42S
USW00023272          50C
USW00023273          31C
USW00023285          16P
USW00023293          14P
USW00024011          27C
USW00024012          25C
USW00024013          28S
USW00024015          28P
USW00024017          27S
USW00024018          18C
USW00024020          41S
USW00024021          13C
USW00024022           5C
USW00024023          35C
USW00024024          26P
USW00024025          34C
USW00024027           1S
USW00024028          19C
USW00024029          12C
USW00024030          33P
USW00024032          34C
USW00024033           9C
USW00024036          15S
USW00024037          13S
USW00024057           4C
USW00024062           2C
USW00024088          19P
USW00024089          10C
USW00024090          19C
USW00024119           3S
USW00024120           6S
USW00024121       -7777C
USW00024127           9C
USW00024128           1C
USW00024130           3S
USW00024131           1C
USW00024132           4S
USW00024133           1S
USW00024135           6C
USW00024137          14S
USW00024138           4P
USW00024139           5S
USW00024141           1S
USW00024143          13C
USW00024144           5C
USW00024145           1P
USW00024149           2C
USW00024150          11C
USW00024151           4S
USW00024152          40P
USW00024153           4C
USW00024155           5C
USW00024156           2C
USW00024157           3C
USW00024159          11S
USW00024160          14P
USW00024162           1S
USW00024164       -7777P
USW00024172       -7777P
USW00024193       -7777S
USW00024213          88C
USW00024215         126P
USW00024216          54P
USW00024217          37S
USW00024219           7S
USW00024221          96C
USW00024225          16C
USW00024227          91C
USW00024229          38C
USW00024230       -7777S
USW00024232          62C
USW00024233          46C
USW00024235          62P
USW00024237         198P
USW00024242          67P
USW00024243           3C
USW00024255          11P
USW00024257          96P
USW00024281          48P
USW00024284         165C
USW00024285         149S
USW00025308         281C
USW00025309          89S
USW00025322          81P
USW00025323         103P
USW00025325         483P
USW00025329         302P
USW00025331           3P
USW00025333         193S
USW00025335          22P
USW00025339         513C
USW00025367         194P
USW00025501         203C
USW00025503           6C
USW00025506          31S
USW00025507          18S
USW00025624          45C
USW00025704          62P
USW00025713          10C
USW00026401           8P
USW00026410         238S
USW00026411           4C
USW00026412           5S
USW00026415           8S
USW00026422           4S
USW00026425           4S
USW00026438         204S
USW00026442         158C
USW00026451           9C
USW00026508           5P
USW00026510           9C
USW00026512           8P
USW00026514          34S
USW00026523           8C
USW00026528          31S
USW00026529           4S
USW00026533           2S
USW00026615           7C
USW00026616           1S
USW00026617           5S
USW00026618           9P
USW00027502           1S
USW00045715          23P
USW00053864         172P
USW00053868         137P
USW00053917         182P
USW00053919         176C
USW00054742          61S
USW00092806         153C
USW00092811         153S
USW00093009           5S
USW00093010          26P
USW00093026          20C
USW00093033          25S
USW00093037          23C
USW00093042          44C
USW00093044          11C
USW00093057           6S
USW00093058          15C
USW00093101          44P
USW00093107          25P
USW00093111          30S
USW00093112          18S
USW00093114          33P
USW00093129           5C
USW00093134          44C
USW00093139          45S
USW00093140          18P
USW00093193          13C
USW00093209          23C
USW00093227          34P
USW00093228          22P
USW00093719         151P
USW00093720         117C
USW00093721         103C
USW00093727         155S
USW00093729         169C
USW00093730         109C
USW00093738         101C
USW00093739          97C
USW00093784         105P
USW00093805         183C
USW00093806         170P
USW00093808         138S
USW00093809         149P
USW00093812          91S
USW00093814          95C
USW00093815          91C
USW00093816         112P
USW00093817         119C
USW00093819         103C
USW00093820         106C
USW00093821         110C
USW00093822          87C
USW00093824          70C
USW00093825         142P
USW00093831         129S
USW00093832         155P
USW00093837         144S
USW00093839         156P
USW00093841         195P
USW00093842         128C
USW00093846         123S
USW00093862         166S
USW00093901         107P
USW00093914         153S
USW00093919         198C
USW00093950         126S
USW00093985          99P
USW00093986          72S
USW00093987         154C
USW00093988         160P
USW00093989          96C
USW00093992         171C
USW00093993         152S
USW00093997          59P
USW00094008          15C
USW00094012          11S
USW00094014          17C
USW00094030           3S
USW00094040          51S
USW00094143           1S
USW00094185       -7777S
USW00094224         144C
USW00094225         149S
USW00094227         144P
USW00094239           1C
USW00094240         291C
USW00094290          40P
USW00094702          98C
USW00094705          67S
USW00094725          55S
USW00094728         139C
USW00094745         135S
USW00094746         122C
USW00094765          71P
USW00094789         112C
USW00094790          48S
USW00094793          96P
USW00094794          73P
USW00094814          44C
